ME3 5
NUC 3
ME3 5
ME3 5
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
POX 2
ME3 5
MIT 4
CYT 10
NUC 3
CYT 10
VAC 1
VAC 1
VAC 1
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
NUC 3
NUC 3
CYT 10
CYT 10
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
MIT 4
NUC 3
ME2 6
CYT 10
CYT 10
ME3 5
CYT 10
CYT 10
CYT 10
MIT 4
MIT 4
NUC 3
ME3 5
CYT 10
CYT 10
CYT 10
MIT 4
MIT 4
MIT 4
MIT 4
MIT 4
MIT 4
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
CYT 10
CYT 10
NUC 3
CYT 10
CYT 10
NUC 3
MIT 4
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
ME3 5
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
CYT 10
CYT 10
NUC 3
MIT 4
MIT 4
MIT 4
NUC 3
CYT 10
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
MIT 4
NUC 3
NUC 3
MIT 4
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
NUC 3
NUC 3
NUC 3
CYT 10
CYT 10
ME3 5
CYT 10
CYT 10
ME1 7
CYT 10
CYT 10
MIT 4
CYT 10
ME3 5
MIT 4
NUC 3
MIT 4
MIT 4
MIT 4
MIT 4
CYT 10
CYT 10
ME1 7
ME2 6
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
ME2 6
CYT 10
ME2 6
CYT 10
CYT 10
CYT 10
ME3 5
CYT 10
ME3 5
ME3 5
ME3 5
CYT 10
ME2 6
ME2 6
CYT 10
CYT 10
CYT 10
MIT 4
ME1 7
ME3 5
ME3 5
NUC 3
NUC 3
CYT 10
NUC 3
NUC 3
VAC 1
ME1 7
MIT 4
MIT 4
CYT 10
ME2 6
CYT 10
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
CYT 10
NUC 3
NUC 3
ME3 5
NUC 3
NUC 3
CYT 10
ME3 5
ME2 6
ME3 5
NUC 3
CYT 10
ME3 5
NUC 3
NUC 3
NUC 3
MIT 4
MIT 4
CYT 10
CYT 10
ME3 5
ME3 5
CYT 10
NUC 3
ME3 5
CYT 10
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
ME3 5
CYT 10
MIT 4
NUC 3
NUC 3
NUC 3
CYT 10
CYT 10
CYT 10
NUC 3
NUC 3
NUC 3
EXC 8
EXC 8
NUC 3
POX 2
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
ME3 5
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
NUC 3
MIT 4
CYT 10
NUC 3
NUC 3
ME3 5
ME3 5
EXC 8
ME3 5
ME3 5
EXC 8
NUC 3
ME3 5
ME3 5
CYT 10
ME3 5
CYT 10
ME1 7
CYT 10
NUC 3
ME3 5
MIT 4
MIT 4
NUC 3
ME3 5
NUC 3
CYT 10
VAC 1
NUC 3
EXC 8
EXC 8
EXC 8
NUC 3
CYT 10
CYT 10
CYT 10
ME3 5
CYT 10
CYT 10
CYT 10
CYT 10
MIT 4
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
ME1 7
ME3 5
CYT 10
ME3 5
NUC 3
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
NUC 3
NUC 3
CYT 10
CYT 10
CYT 10
CYT 10
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
ME1 7
CYT 10
ME1 7
ME1 7
CYT 10
CYT 10
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
NUC 3
VAC 1
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
ME3 5
ME3 5
NUC 3
MIT 4
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
NUC 3
ME2 6
CYT 10
CYT 10
CYT 10
CYT 10
MIT 4
NUC 3
NUC 3
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
ME3 5
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
NUC 3
ME3 5
NUC 3
NUC 3
NUC 3
CYT 10
NUC 3
CYT 10
CYT 10
CYT 10
ME3 5
NUC 3
VAC 1
MIT 4
CYT 10
VAC 1
VAC 1
VAC 1
VAC 1
VAC 1
VAC 1
VAC 1
VAC 1
VAC 1
VAC 1
VAC 1
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
VAC 1
CYT 10
CYT 10
ME1 7
NUC 3
ME1 7
MIT 4
ME1 7
NUC 3
ME3 5
ME3 5
NUC 3
ME1 7
ME2 6
ME3 5
NUC 3
CYT 10
CYT 10
ME1 7
ME3 5
ME3 5
MIT 4
MIT 4
NUC 3
ME3 5
NUC 3
ME3 5
CYT 10
MIT 4
ME3 5
ME3 5
NUC 3
ME3 5
NUC 3
ME3 5
ME1 7
NUC 3
POX 2
POX 2
ME3 5
MIT 4
ME3 5
ME1 7
ME3 5
ME2 6
CYT 10
MIT 4
ME3 5
ME1 7
ME3 5
ME3 5
ME3 5
ME2 6
MIT 4
ME3 5
ME3 5
ME3 5
ME1 7
NUC 3
EXC 8
ME3 5
NUC 3
ME3 5
CYT 10
CYT 10
ME3 5
ME3 5
NUC 3
ME3 5
EXC 8
ME3 5
NUC 3
ME1 7
ME3 5
NUC 3
ME3 5
ME3 5
ME3 5
ME3 5
ME3 5
ME3 5
ME1 7
ME3 5
ME2 6
NUC 3
ME1 7
ME1 7
ME3 5
ME2 6
ME3 5
NUC 3
POX 2
ME1 7
MIT 4
ME3 5
CYT 10
NUC 3
NUC 3
MIT 4
ME1 7
NUC 3
NUC 3
ME3 5
NUC 3
NUC 3
ME1 7
CYT 10
MIT 4
CYT 10
MIT 4
POX 2
MIT 4
NUC 3
NUC 3
NUC 3
ME3 5
CYT 10
MIT 4
MIT 4
MIT 4
MIT 4
NUC 3
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
CYT 10
ME2 6
NUC 3
ME2 6
NUC 3
CYT 10
